,Fauna/Flora,Grupo,Família,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
1496,Fauna,Peixes Continentais,Rivulidae,VU,Cerrado,Agropecuária,Não,Sim,1,Sim,MG
1497,Fauna,Peixes Continentais,Rivulidae,CR,Cerrado,Agropecuária,Não,Não,1,Sim,MG
1498,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Sim,2,Sim,MG
1499,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Não,2,Sim,BA
1500,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Não,2,Sim,"MG,SP"
1501,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Não,2,Sim,GO
1502,Flora,Angiospermas,Lamiaceae,VU,Cerrado,Vazio,Sim,Não,2,Sim,TO
1503,Flora,Angiospermas,Lamiaceae,EN,Caatinga,"Perda de Habitat/Degradação (Induzida por Humanos),Poluição",Sim,Não,2,Sim,BA
1504,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Sim,2,Sim,GO
1505,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Sim,3,Sim,GO
1506,Flora,Angiospermas,Lamiaceae,VU,Cerrado,Vazio,Sim,Não,2,Sim,"GO,MT"
1507,Flora,Angiospermas,Lamiaceae,VU,Cerrado,Vazio,Sim,Não,2,Sim,"GO,MT"
1508,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Sim,3,Sim,"GO,TO"
1509,Flora,Angiospermas,Lamiaceae,VU,Cerrado,Vazio,Sim,Sim,3,Sim,GO
1510,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Vazio,Sim,Sim,3,Sim,"GO,TO"
1511,Flora,Angiospermas,Lamiaceae,EN,Cerrado,Agropecuária,Sim,Não,2,Sim,MG
1512,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura",Não,Não,1,Informação não disponível,RS
1513,Flora,Angiospermas,Asteraceae,CR,Mata Atlântica,Mineração,Sim,Não,2,Informação não disponível,SC
1514,Fauna,Invertebrados Terrestres,Corinnidae,EN,Mata Atlântica,"Extração Florestal,Queimadas",Sim,Não,3,Sim,"BA,ES"
1515,Fauna,Invertebrados Terrestres,Gonyleptidae,EN,Cerrado,"Agropecuária,Mineração",Não,Não,1,Sim,MG
1516,Fauna,Invertebrados Terrestres,Gonyleptidae,CR,Caatinga,"Agropecuária,Barragens,Abastecimento/Drenagem",Sim,Sim,3,Sim,MG
1516,Fauna,Invertebrados Terrestres,Gonyleptidae,CR,Cerrado,"Agropecuária,Barragens,Abastecimento/Drenagem",Sim,Sim,3,Sim,MG
1517,Flora,Angiospermas,Asteraceae,CR,Pampa,"Agropecuária,Espécies Invasoras",Não,Não,1,Não,RS
1518,Flora,Angiospermas,Asteraceae,EN,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Sim,2,Informação não disponível,"DF,GO,MG"
1519,Fauna,Invertebrados Terrestres,Ideoroncidae,VU,Mata Atlântica,"Assentamento Humano: cidades,Poluição",Sim,Não,3,Sim,"PR,SP"
1520,Flora,Angiospermas,Plantaginaceae,CR,Mata Atlântica,"Desenvolvimento e Infraestrutura,Plantação de Madereiras,Agropecuária",Sim,Sim,2,Sim,RJ
1521,Flora,Angiospermas,Aquifoliaceae,CR,Caatinga,"Agropecuária,Mineração,Queimadas",Não,Não,1,Sim,BA
1521,Flora,Angiospermas,Aquifoliaceae,CR,Cerrado,"Agropecuária,Mineração,Queimadas",Não,Não,1,Sim,BA
1522,Flora,Angiospermas,Aquifoliaceae,VU,Cerrado,"Mineração,Queimadas",Sim,Não,2,Sim,"MG,RJ"
1522,Flora,Angiospermas,Aquifoliaceae,VU,Mata Atlântica,"Mineração,Queimadas",Sim,Não,2,Sim,"MG,RJ"
1523,Flora,Angiospermas,Aquifoliaceae,CR,Cerrado,"Mineração,Turismo/Recreação,Assentamento Humano: cidades",Sim,Sim,3,Sim,MG
1524,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1525,Flora,Angiospermas,Fabaceae,EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Não,2,Sim,RJ
1526,Flora,Angiospermas,Fabaceae,CR,Mata Atlântica,"Desenvolvimento e Infraestrutura,Distribuição Restrita",Sim,Não,2,Sim,RJ
1527,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,"Agropecuária,Endogamia",Sim,Não,2,Informação não disponível,BA
1528,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,"Distribuição Restrita,Assentamento Humano: cidades",Sim,Não,2,Sim,RJ
1529,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,Distribuição Restrita,Sim,Não,2,Sim,RJ
1530,Flora,Angiospermas,Fabaceae,CR,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,BA
1531,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,"Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Informação não disponível,"ES,MG,RJ"
1532,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Não,2,Informação não disponível,BA
1533,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Não,2,Sim,SP
1534,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,1,Informação não disponível,"BA,SP"
1535,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,ES"
1536,Fauna,Mamíferos,Iniidae,EN,Amazônia,"Caça/Pesca,Mineração,Outras Atividades Econômicas: energia,Poluição",Sim,Sim,4,Não,"AC,AM,AP,,MT,PA,RO,RR"
1536,Fauna,Mamíferos,Iniidae,EN,Cerrado,"Caça/Pesca,Mineração,Outras Atividades Econômicas: energia,Poluição",Sim,Sim,4,Não,"AC,AM,AP,,MT,PA,RO,RR"
1537,Fauna,Aves,Tityridae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,3,Sim,"AL,BA,ES,MG,PE,RJ,SE,SP"
1538,Fauna,Aves,Tityridae,CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Não,2,Sim,PE
1539,Fauna,Aves,Tityridae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Não,2,Sim,"BA,ES,MG,RJ,SP"
1540,Flora,Angiospermas,Convolvulaceae,VU,Amazônia,Mineração,Sim,Não,1,Sim,PA
1541,Flora,Angiospermas,Convolvulaceae,EN,Amazônia,Mineração,Sim,Não,2,Sim,"PA,TO"
1542,Flora,Angiospermas,Convolvulaceae,VU,Mata Atlântica,"Turismo/Recreação,Mineração,Assentamento Humano: cidades,Espécies Invasoras,Desenvolvimento e Infraestrutura, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Informação não disponível,"MG,RJ"
1543,Flora,Angiospermas,Convolvulaceae,CR,Cerrado,Agropecuária,Não,Não,1,Informação não disponível,MG
1544,Flora,Angiospermas,Convolvulaceae,VU,Amazônia,Agropecuária,Sim,Não,1,Informação não disponível,"AP,MS,MT,PR,SP,"
1544,Flora,Angiospermas,Convolvulaceae,VU,Cerrado,Agropecuária,Sim,Não,1,Informação não disponível,"AP,MS,MT,PR,SP,"
1544,Flora,Angiospermas,Convolvulaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,1,Informação não disponível,"AP,MS,MT,PR,SP,"
1544,Flora,Angiospermas,Convolvulaceae,VU,Pantanal,Agropecuária,Sim,Não,1,Informação não disponível,"AP,MS,MT,PR,SP,"
1545,Flora,Angiospermas,Myristicaceae,VU,Amazônia,"Mineração,Agropecuária",Sim,Não,2,Sim,"AM,RR"
1546,Flora,Angiospermas,Orchidaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,3,Não,"MG,RJ,SP,PR"
1547,Fauna,Peixes Continentais,Loricariidae,CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Sim,1,Sim,PR
1548,Fauna,Anfíbios,Brachycephalidae,VU,Mata Atlântica,Assentamento Humano: cidades,Não,Sim,1,Sim,SC
1549,Flora,Angiospermas,Marantaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"ES,PR,RJ,SP"
1550,Fauna,Invertebrados Terrestres,Ctenidae,CR,Cerrado,Turismo/Recreação,Sim,Não,2,Sim,GO
1551,Flora,Pteridófitas,Isoetaceae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Informação não disponível,SP
1552,Flora,Pteridófitas,Isoetaceae,EN,Mata Atlântica,Vazio,#N/D,Não,1,Informação não disponível,GO
1553,Fauna,Peixes Marinhos,Carcharhinidae,CR,Marinho,Caça/Pesca,Sim,Sim,3,Não,"AP,CE,RN,PB,MA,PA,PI"
1554,Fauna,Invertebrados Terrestres,Isotomidae,VU,Mata Atlântica,Mineração,Não,Não,0,Sim,MG
1555,Fauna,Peixes Continentais,Trichomycteridae,CR,Cerrado,Turismo/Recreação,Sim,Não,2,Sim,GO
1556,Fauna,Peixes Continentais,Trichomycteridae,EN,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,"BA,ES"
1557,Fauna,Peixes Continentais,Trichomycteridae,VU,Cerrado,"Ameaça Desconhecida,Turismo/Recreação",Sim,Não,2,Sim,GO
1558,Fauna,Peixes Continentais,Trichomycteridae,EN,Cerrado,"Mudança na dinâmica das espécies nativas,Turismo/Recreação",Sim,Não,2,Sim,GO
1559,Fauna,Peixes Continentais,Trichomycteridae,VU,Cerrado,Agropecuária,Sim,Não,2,Sim,GO
1560,Fauna,Peixes Continentais,Trichomycteridae,VU,Cerrado,Agropecuária,Sim,Não,2,Sim,GO
1561,Flora,Angiospermas,Bignoniaceae,CR,Amazônia,Mineração,Sim,Não,2,Sim,PA
1562,Flora,Angiospermas,Bignoniaceae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,RJ
1563,Flora,Angiospermas,Bignoniaceae,CR,Amazônia,Extração de Madeira,Sim,Não,2,Sim,"AM,PA"
1564,Flora,Angiospermas,Bignoniaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,PB"
1565,Flora,Angiospermas,Bignoniaceae,CR,Cerrado,Mineração,Sim,Não,2,Sim,GO
1566,Flora,Angiospermas,Bignoniaceae,EN,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,ES,MG,PE"
1566,Flora,Angiospermas,Bignoniaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,ES,MG,PE"
1567,Flora,Angiospermas,Bignoniaceae,EN,Caatinga,Baixo Recrutamento/Reprodução/Regeneração,Sim,Não,2,Sim,PE
1568,Flora,Angiospermas,Convolvulaceae,VU,Caatinga,Vazio,Sim,Sim,2,Sim,"BA,MG"
1568,Flora,Angiospermas,Convolvulaceae,VU,Cerrado,Vazio,Sim,Sim,2,Sim,"BA,MG"
1569,Flora,Angiospermas,Convolvulaceae,EN,Cerrado,"Turismo/Recreação,Agropecuária,Queimadas",Sim,Sim,3,Informação não disponível,MG
1570,Flora,Pteridófitas,Pteridaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Informação não disponível,"ES,MG,RJ,SP"
1571,Flora,Pteridófitas,Pteridaceae,EN,Mata Atlântica,"Desastres Naturais, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Não,RJ
1572,Flora,Pteridófitas,Pteridaceae,EN,Mata Atlântica,Vazio,Sim,Sim,3,Não,RJ
1573,Flora,Pteridófitas,Pteridaceae,EN,Mata Atlântica,Vazio,Sim,Sim,2,Sim,"MG,RJ,SP,PR"
1574,Flora,Pteridófitas,Pteridaceae,CR,Mata Atlântica,Vazio,Sim,Não,2,Não,RJ
1575,Flora,Angiospermas,Malpighiaceae,VU,Cerrado,Vazio,Sim,Não,2,Não,PR
1576,Flora,Angiospermas,Malpighiaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"MT,MS,PR,SP"
1576,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"MT,MS,PR,SP"
1577,Flora,Angiospermas,Malpighiaceae,EN,Caatinga,Distribuição Restrita,Sim,Não,2,Sim,"PB,PE,BA"
1577,Flora,Angiospermas,Malpighiaceae,EN,Mata Atlântica,Distribuição Restrita,Sim,Não,2,Sim,"PB,PE,BA"
1578,Flora,Briófitas,Pallaviciniaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Queimadas",Sim,Não,2,Não,"ES,MG"
1579,Fauna,Peixes Continentais,Anablepidae,EN,Mata Atlântica,"Espécies Exóticas,Poluição",Não,Sim,1,Sim,PR
1580,Fauna,Peixes Continentais,Anablepidae,EN,Mata Atlântica,"Agropecuária,Aquicultura,Mineração,Indústrias,Poluição,Poluição,Assoreamento",Não,Sim,1,Sim,SC
1581,Flora,Angiospermas,Apocynaceae,EN,Mata Atlântica,Extração de Madeira,Sim,Não,2,Informação não disponível,PR
1582,Fauna,Invertebrados Aquáticos,Gecarcinidae,EN,Marinho,"Espécies Exóticas,Turismo/Recreação",Sim,Não,2,Não,"ES,PE,RN"
1583,Fauna,Invertebrados Terrestres,Riodinidae,CR,Cerrado,"Agropecuária,Assentamento Humano: cidades,Poluição",Não,Não,0,Sim,MT
1584,Flora,Briófitas,Jungermanniaceae,EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras",Sim,Não,2,Não,MG
1585,Fauna,Mamíferos,Cricetidae,CR/PEX,Cerrado,Agropecuária,Sim,Não,3,Sim,DF
1586,Flora,Angiospermas,Acanthaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,RJ"
1587,Flora,Angiospermas,Acanthaceae,VU,Mata Atlântica,Vazio,Sim,Não,2,Sim,BA
1588,Flora,Angiospermas,Acanthaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"PR,SC"
1589,Flora,Angiospermas,Acanthaceae,EN,Mata Atlântica,"Queimadas,Transporte Terrestre/Aéreo,Assentamento Humano: cidades",Sim,Sim,2,Sim,RJ
1590,Flora,Angiospermas,Acanthaceae,VU,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Extração de Madeira",Sim,Não,2,Não,"MS,PR"
1590,Flora,Angiospermas,Acanthaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Extração de Madeira",Sim,Não,2,Não,"MS,PR"
1591,Flora,Angiospermas,Acanthaceae,VU,Mata Atlântica,"Desenvolvimento e Infraestrutura,Queimadas,Espécies Invasoras,Agropecuária",Sim,Não,2,Sim,"ES,RJ"
1592,Fauna,Peixes Marinhos,Istiophoridae,VU,Marinho,Caça/Pesca,Sim,Não,4,Não,"AL,AP,BA,,CE,ES,MA,PA,PB,PE,PI,PR,RJ,RN,RS,SC,SE,SP"
1593,Fauna,Peixes Continentais,Doradidae,EN,Caatinga,"Espécies Exóticas,Barragens,Abastecimento/Drenagem,Poluição",Não,Sim,1,Sim,BA
1593,Fauna,Peixes Continentais,Doradidae,EN,Mata Atlântica,"Espécies Exóticas,Barragens,Abastecimento/Drenagem,Poluição",Não,Sim,1,Sim,BA
1594,Fauna,Répteis,Teiidae,VU,Cerrado,Agropecuária,Sim,Sim,2,Sim,"MT,RO"
1594,Fauna,Répteis,Teiidae,VU,Pantanal,Agropecuária,Sim,Sim,2,Sim,"MT,RO"
1595,Fauna,Mamíferos,Caviidae,VU,Cerrado,"Agropecuária,Caça/Pesca,Mineração,Queimadas",Sim,Não,1,Sim,"GO,TO"
1596,Fauna,Mamíferos,Caviidae,VU,Caatinga,"Agropecuária,Caça/Pesca",Sim,Não,2,Sim,"AL,BA,CE,MA,MG,PB,PE,PI,RN,SE"
1596,Fauna,Mamíferos,Caviidae,VU,Cerrado,"Agropecuária,Caça/Pesca",Sim,Não,2,Sim,"AL,BA,CE,MA,MG,PB,PE,PI,RN,SE"
1597,Flora,Angiospermas,Calophyllaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras,Extração de Madeira,Plantação de Madereiras,Agropecuária",Sim,Não,2,Sim,ES
1598,Flora,Angiospermas,Calophyllaceae,CR,Mata Atlântica,"Queimadas,Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras,Plantação de Madereiras,Extração de Madeira",Não,Não,1,Informação não disponível,ES
1599,Flora,Angiospermas,Calophyllaceae,CR,Mata Atlântica,"Extração de Madeira,Distribuição Restrita,Plantação de Madereiras,Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos)",Não,Não,1,Informação não disponível,ES
1600,Flora,Angiospermas,Calophyllaceae,CR,Mata Atlântica,"Plantação de Madereiras, Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras,Extração de Madeira,Agropecuária",Não,Não,1,Informação não disponível,ES
1601,Flora,Angiospermas,Apiaceae,EN,Cerrado,"Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades,Espécies Invasoras",Sim,Sim,3,Sim,MG
1602,Fauna,Peixes Continentais,Characidae,CR,Caatinga,Turismo/Recreação,Sim,Sim,2,Sim,BA
1602,Fauna,Peixes Continentais,Characidae,CR,Mata Atlântica,Turismo/Recreação,Sim,Sim,2,Sim,BA
1603,Fauna,Peixes Continentais,Characidae,VU,Cerrado,"Agropecuária,Assentamento Humano: cidades,Espécies Exóticas,Queimadas",Sim,Sim,2,Sim,"DF,GO"
1604,Fauna,Peixes Continentais,Rivulidae,CR,Mata Atlântica,Assentamento Humano: cidades,Não,Não,1,Sim,RJ
1605,Fauna,Peixes Continentais,Rivulidae,CR,Amazônia,Agropecuária,Não,Não,1,Sim,PA
1606,Fauna,Peixes Continentais,Rivulidae,CR,Mata Atlântica,Agropecuária,Não,Não,1,Sim,RJ
1607,Fauna,Invertebrados Terrestres,Formicidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Extração Florestal",Sim,Não,3,Sim,"CE,PB,PE,SE"
1608,Flora,Angiospermas,Lythraceae,VU,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"PR,SP"
1609,Flora,Angiospermas,Cyperaceae,EN,Cerrado,"Queimadas,Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos),Mineração,Agropecuária",Sim,Sim,3,Sim,MG
1610,Fauna,Mamíferos,Atelidae,EN,Amazônia,"Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Caça/Pesca,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,4,Não,"AC,AM,MT,PA,RO"
1611,Fauna,Mamíferos,Atelidae,VU,Amazônia,Caça/Pesca,Sim,Sim,4,Não,AM
1612,Fauna,Mamíferos,Atelidae,VU,Amazônia,"Caça/Pesca,Transporte Diversos",Sim,Sim,4,Não,"AC,AM"
1613,Fauna,Peixes Continentais,Loricariidae,EN,Cerrado,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,"BA,GO,MG,TO"
1614,Fauna,Peixes Continentais,Loricariidae,CR,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,2,Sim,PA
1615,Flora,Angiospermas,Bromeliaceae,EN,Cerrado,Vazio,Sim,Sim,3,Sim,MG
1616,Flora,Angiospermas,Fabaceae,CR,Pampa,Agropecuária,Sim,Sim,2,Não,RS
1617,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,"Agropecuária,Plantação de Madereiras",Sim,Não,2,Não,"PR,SC,RS"
1617,Flora,Angiospermas,Fabaceae,VU,Pampa,"Agropecuária,Plantação de Madereiras",Sim,Não,2,Não,"PR,SC,RS"
1618,Fauna,Invertebrados Aquáticos,Latrunculiidae,VU,Marinho,"Espécies Exóticas,Poluição",Sim,Sim,2,Sim,RJ
1619,Flora,Angiospermas,Melastomataceae,VU,Cerrado,Espécies Invasoras,Sim,Sim,3,Sim,MG
1620,Flora,Angiospermas,Melastomataceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PR
1621,Fauna,Peixes Continentais,Lebiasinidae,VU,Amazônia,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,PA
1622,Fauna,Peixes Continentais,Lebiasinidae,VU,Amazônia,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,PA
1623,Fauna,Peixes Continentais,Lebiasinidae,VU,Amazônia,Outras Atividades Econômicas: energia,Não,Sim,1,Sim,PA
1624,Flora,Angiospermas,Lecythidaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"MG,RJ"
1624,Flora,Angiospermas,Lecythidaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"MG,RJ"
1625,Flora,Angiospermas,Poaceae,VU,Mata Atlântica,Vazio,Sim,Não,2,Não,"MG,PR,SC,SP"
1626,Flora,Angiospermas,Eriocaulaceae,VU,Cerrado,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,MG
1627,Flora,Pteridófitas,Polypodiaceae,VU,Mata Atlântica,"Assentamento Humano: cidades,Queimadas,Desastres Naturais",Sim,Não,2,Sim,"MG,RJ,SP"
1628,Flora,Pteridófitas,Polypodiaceae,CR,Mata Atlântica,Plantação de Madereiras,Sim,Não,2,Informação não disponível,"PR,RS,SP"
1629,Flora,Pteridófitas,Polypodiaceae,EN,Mata Atlântica,"Desastres Naturais,Assentamento Humano: cidades,Queimadas",Sim,Não,2,Sim,"ES,MG,RJ,SP,PR,SC"
1630,Fauna,Invertebrados Terrestres,Chelodesmidae,CR,Mata Atlântica,Turismo/Recreação,Sim,Não,2,Sim,SP
1631,Fauna,Mamíferos,Callitrichidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Turismo/Recreação",Sim,Sim,4,Sim,"PR,SP"
1632,Fauna,Mamíferos,Callitrichidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Assentamento Humano: rurais,Transporte Diversos",Sim,Sim,3,Sim,"BA,MG,RJ"
1633,Fauna,Mamíferos,Callitrichidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: rurais,Queimadas",Sim,Sim,3,Sim,"PR,SP"
1634,Fauna,Mamíferos,Callitrichidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Assentamento Humano: rurais,Espécies Exóticas,Transporte Diversos,Queimadas",Sim,Sim,3,Sim,RJ
1635,Fauna,Mamíferos,Felidae,VU,Cerrado,"Agropecuária,Caça/Pesca,Transporte Diversos",Sim,Sim,3,Não,"BA,DF,GO,MA,MG,MS,MT,PI,RS,SP,TO"
1635,Fauna,Mamíferos,Felidae,VU,Pampa,"Agropecuária,Caça/Pesca,Transporte Diversos",Sim,Sim,3,Não,"BA,DF,GO,MA,MG,MS,MT,PI,RS,SP,TO"
1635,Fauna,Mamíferos,Felidae,VU,Pantanal,"Agropecuária,Caça/Pesca,Transporte Diversos",Sim,Sim,3,Não,"BA,DF,GO,MA,MG,MS,MT,PI,RS,SP,TO"
1636,Fauna,Mamíferos,Felidae,VU,Pampa,"Agropecuária,Espécies Exóticas,Caça/Pesca,Transporte Diversos",Sim,Sim,3,Não,RS
1637,Fauna,Mamíferos,Felidae,VU,Cerrado,"Agropecuária,Caça/Pesca,Patogenias/Parasitas,Transporte Diversos",Sim,Sim,3,Não,"BA,DF,ES,GO,MG,MS,MT,,PR,RJ,RS,SC,SP,"
1637,Fauna,Mamíferos,Felidae,VU,Mata Atlântica,"Agropecuária,Caça/Pesca,Patogenias/Parasitas,Transporte Diversos",Sim,Sim,3,Não,"BA,DF,ES,GO,MG,MS,MT,,PR,RJ,RS,SC,SP,"
1637,Fauna,Mamíferos,Felidae,VU,Pampa,"Agropecuária,Caça/Pesca,Patogenias/Parasitas,Transporte Diversos",Sim,Sim,3,Não,"BA,DF,ES,GO,MG,MS,MT,,PR,RJ,RS,SC,SP,"
1637,Fauna,Mamíferos,Felidae,VU,,"Agropecuária,Caça/Pesca,Patogenias/Parasitas,Transporte Diversos",Sim,Sim,3,Não,"BA,DF,ES,GO,MG,MS,MT,,PR,RJ,RS,SC,SP,"
1638,Fauna,Mamíferos,Felidae,EN,Amazônia,"Agropecuária,Caça/Pesca,Patogenias/Parasitas,Transporte Diversos",Sim,Sim,4,Não,"AC,AL,AM,AP,BA,CE,DF,GO,MA,MG,,MT,PA,PB,PE,PI,PR,RN,RO,RR,SE,SP,TO"
1638,Fauna,Mamíferos,Felidae,EN,Caatinga,"Agropecuária,Caça/Pesca,Patogenias/Parasitas,Transporte Diversos",Sim,Sim,4,Não,"AC,AL,AM,AP,BA,CE,DF,GO,MA,MG,,MT,PA,PB,PE,PI,PR,RN,RO,RR,SE,SP,TO"
1638,Fauna,Mamíferos,Felidae,EN,Cerrado,"Agropecuária,Caça/Pesca,Patogenias/Parasitas,Transporte Diversos",Sim,Sim,4,Não,"AC,AL,AM,AP,BA,CE,DF,GO,MA,MG,,MT,PA,PB,PE,PI,PR,RN,RO,RR,SE,SP,TO"
1638,Fauna,Mamíferos,Felidae,EN,Mata Atlântica,"Agropecuária,Caça/Pesca,Patogenias/Parasitas,Transporte Diversos",Sim,Sim,4,Não,"AC,AL,AM,AP,BA,CE,DF,GO,MA,MG,,MT,PA,PB,PE,PI,PR,RN,RO,RR,SE,SP,TO"
1639,Fauna,Mamíferos,Felidae,VU,Amazônia,Agropecuária,Sim,Sim,5,Não,"AC,AM,AP,BA,DF,ES,GO,MA,MG,MS,MT,PA,PI,PR,RJ,RO,RR,RS,SC,SP,TO"
1639,Fauna,Mamíferos,Felidae,VU,Cerrado,Agropecuária,Sim,Sim,5,Não,"AC,AM,AP,BA,DF,ES,GO,MA,MG,MS,MT,PA,PI,PR,RJ,RO,RR,RS,SC,SP,TO"
1639,Fauna,Mamíferos,Felidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,5,Não,"AC,AM,AP,BA,DF,ES,GO,MA,MG,MS,MT,PA,PI,PR,RJ,RO,RR,RS,SC,SP,TO"
1639,Fauna,Mamíferos,Felidae,VU,Pampa,Agropecuária,Sim,Sim,5,Não,"AC,AM,AP,BA,DF,ES,GO,MA,MG,MS,MT,PA,PI,PR,RJ,RO,RR,RS,SC,SP,TO"
1639,Fauna,Mamíferos,Felidae,VU,Pantanal,Agropecuária,Sim,Sim,5,Não,"AC,AM,AP,BA,DF,ES,GO,MA,MG,MS,MT,PA,PI,PR,RJ,RO,RR,RS,SC,SP,TO"
1640,Flora,Angiospermas,Asteraceae,CR,Cerrado,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,BA
1641,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,"Turismo/Recreação,Queimadas,Mineração",Sim,Não,2,Sim,"MG,RJ"
